Name,Symbol,Market_Cap,Price,Circulating_Supply,Volume,Scrapping_Time
Aurora,AOA,102467793.96200001,0.0156622780632,6542330148.21,2301470.4365,20190407121700
THETA,THETA,102395896.136,0.117628466072,870502690.0,4999340.70569,20190407121700
Status,SNT,100687131.845,0.029012419592,3470483788.0,19012100.0461,20190407121700
Golem,GNT,95849601.827,0.0994680505707,963622000.0,2067789.82751,20190407121700
Waltonchain,WTC,95836978.0475,2.33452871491,41051959.4107,9630628.99669,20190407121700
Loopring,LRC,90929076.2004,0.109691309649,828954239.779,20920616.4203,20190407121700
Dai,DAI,90868062.7879,0.9866633525059999,92096318.929,38507884.0799,20190407121700
Ardor,ARDR,89675011.3238,0.0897648214765,998999495.0,985819.448959,20190407121700
Mixin,XIN,88265360.3899,200.90022861900002,439349.228205,953521.214875,20190407121700
Populous,PPT,87951482.5773,1.6516013725799998,53252245.9944,5638782.76102,20190407121700
Factom,FCT,84972709.032,9.014123001549999,9426619.652,250739.796454,20190407121700
ABBC Coin,ABBC,84814828.3446,0.185393676429,457485012.317,47367469.1526,20190407121700
Digitex Futures,DGTX,83793726.2541,0.11361861187000001,737500000.0,1015144.86516,20190407121700
Insight Chain,INB,79302547.5881,0.226641720863,349902689.082,6004272.75793,20190407121700
Cryptonex,CNX,78170649.2709,1.40376732904,55686328.9619,9436184.17786,20190407121700
Ark,ARK,75778910.3529,0.692237342283,109469550.0,1111859.30624,20190407121700
Revain,R,74903437.5797,0.154615414552,484450000.0,1184943.79974,20190407121700
WAX,WAX,72360630.0312,0.076759333566,942694870.702,1012625.3326,20190407121700
Qubitica,QBIT,71777168.1104,25.5314981075,2811318.30996,3018.58902125,20190407121700
GXChain,GXC,71751877.5942,1.1958646265700001,60000000.0,12582929.2923,20190407121700
HyperCash,HC,70957238.5315,1.63008490099,43529780.8651,3945726.72737,20190407121700
Aion,AION,67672162.0129,0.22503067782400002,300724162.0,4941259.46814,20190407121700
MaidSafeCoin,MAID,65937589.7935,0.14570155421800002,452552412.0,427031.726091,20190407121700
NULS,NULS,65392654.3663,0.939566658917,69598738.6798,6163353.34507,20190407121700
Gemini Dollar,GUSD,65153475.4047,1.00232105952,65002600.5,7094341.08576,20190407121700
Decentraland,MANA,65024441.6163,0.061919694662699996,1050141509.43,7489694.82519,20190407121700
Zcoin,XZC,64502686.2232,8.94613172499,7210120.32978,1430235.12044,20190407121700
ThoreCoin,THR,64473887.0705,743.7633652439999,86686.0215,122379.405956,20190407121700
Elastos,ELA,64131166.3062,4.24293205948,15114822.8176,5449881.88411,20190407121700
Loom Network,LOOM,63729636.947,0.08187747204950001,778353744.342,3908049.46303,20190407121700
aelf,ELF,63391372.8112,0.22639776004,280000000.0,11798469.1035,20190407121700
Electroneum,ETN,62031861.206,0.006716419249140001,9235853049.82,860547.087225,20190407121700
Crypto.com,MCO,60254054.8122,3.81503730475,15793831.095,4089173.00513,20190407121700
PIVX,PIVX,59817350.3249,1.05347167991,56781165.9921,966022.149409,20190407121700
REPO,REPO,59200763.3134,0.538391354061,109958607.0,24846.8431082,20190407121700
Metaverse ETP,ETP,57010575.1629,0.813087991383,70116119.9859,9931760.73716,20190407121700
QASH,QASH,55254900.5904,0.157871144544,350000000.0,393116.682432,20190407121700
Nebulas,NAS,55194909.3396,1.21307493054,45500000.0,5376969.52378,20190407121700
VestChain,VEST,54430541.6848,0.00768966739444,7078400000.0,22140.6102599,20190407121700
Power Ledger,POWR,53438866.3952,0.132022119996,404772066.96,4028987.96372,20190407121700
WaykiChain,WICC,53197827.0508,0.28146998439599996,189000000.0,2875989.17437,20190407121700
Bibox Token,BIX,53102916.5478,0.478669828044,110938508.0,9099190.76828,20190407121700
Nexo,NEXO,51075153.2714,0.09120562905030001,560000011.0,5653774.02565,20190407121700
Wanchain,WAN,48566105.2276,0.45751262190499997,106152492.636,3146512.39052,20190407121700
ReddCoin,RDD,48223646.5683,0.00167392574175,28808713173.8,377845.211059,20190407121700
Kyber Network,KNC,47988525.261999995,0.28792876110599996,166668050.38,6097902.52695,20190407121700
Enigma,ENG,47066922.6959,0.6289328009480001,74836171.09,3523405.51321,20190407121700
Horizen,ZEN,46992374.8524,7.60229883134,6181337.5,1020260.43812,20190407121700
QuarkChain,QKC,46900336.4804,0.0501089859555,935966585.355,6820779.25175,20190407121700
Dent,DENT,46805447.5628,0.000933188536313,50156475076.0,1874042.0344,20190407121700
MOAC,MOAC,46498355.4998,0.7444104055419999,62463333.6042,40681.4635443,20190407121700
TenX,PAY,46387326.9823,0.405668516803,114347860.534,5655688.53469,20190407121700
Bancor,BNT,45059631.1185,0.704639134568,63947102.7197,2813548.28133,20190407121700
Polymath,POLY,44680876.0904,0.128241254102,348412657.091,7469691.34951,20190407121700
DigixDAO,DGD,44480790.0322,22.240395016100003,2000000.0,614040.798575,20190407121700
Storj,STORJ,44052130.0332,0.32441977295499996,135787438.7,3484598.72571,20190407121700
MonaCoin,MONA,44037440.9755,0.66997807401,65729674.8712,866481.448167,20190407121700
iExec RLC,RLC,43444817.4321,0.542580080386,80070793.2388,1188049.4405,20190407121700
RIF Token,RIF,41820727.6217,0.10714281251499999,390326953.717,144686.994211,20190407121700
LATOKEN,LA,41446836.2836,0.120273649165,344604463.0,5970868.99884,20190407121700
Kin,KIN,41289048.0107,5.4608095756e-05,7.56097560976e+11,2626537.16497,20190407121700
Santiment Net...,SAN,41139152.0258,0.656541788653,62660370.957,44211.9249701,20190407121700
TrueChain,TRUE,40893608.8202,0.6219560282509999,65749999.94,36788378.8858,20190407121700
IoTeX,IOTX,40371650.123,0.0159885190108,2525040005.0,4142938.50926,20190407121700
Buggyra Coin ...,BCZERO,39533151.0581,0.0196606440921,2010775988.46,6600.83653851,20190407121700
TomoChain,TOMO,38865592.7263,0.653876622123,59438725.0,1270294.28726,20190407121700
ODEM,ODE,38804875.1251,0.1699760488,228296135.832,4496384.92841,20190407121700
FunFair,FUN,38506271.6533,0.00587982623347,6548879188.66,2675209.28604,20190407121700
CyberMiles,CMT,38315065.591,0.0478938319888,800000000.0,4159631.93332,20190407121700
Nxt,NXT,38107299.1959,0.038145446874000004,998999941.508,766612.997745,20190407121700
Celer Network,CELR,37194417.4988,0.0186216247398,1997377673.46,5859900.89587,20190407121700
Davinci Coin,DAC,36858760.4695,0.0116797932195,3155771662.8,2672344.21647,20190407121700
Syscoin,SYS,36642038.8174,0.0664958632265,551042381.276,475616.78936,20190407121700
Gas,GAS,36188116.4128,3.5729439357099997,10128375.1058,1403552.31733,20190407121700
Cortex,CTXC,34792964.9795,0.23227447792800002,149792458.0,6761061.93119,20190407121700
Groestlcoin,GRS,34682884.4457,0.47980998697300004,72284623.8874,4268442.94017,20190407121700
STASIS EURS,EURS,34545687.8388,1.11512498815,30979207.0,294557.382001,20190407121700
Odyssey,OCN,34471777.6405,0.00450264511132,7655894876.96,29542081.3177,20190407121700
Linkey,LKY,34246984.6035,0.68493969207,50000000.0,360277.074432,20190407121700
TTC Protocol,TTC,34173468.9461,0.119362650736,286299514.424,24211300.0204,20190407121700
Veritaseum,VERI,33332070.6664,15.5058385631,2149646.44,2288649.90003,20190407121700
Apollo Currency,APL,32449284.4031,0.0022096745727600005,14685096531.0,1046039.76406,20190407121700
Civic,CVC,32082455.3603,0.0936167420878,342699977.0,3131563.3129,20190407121700
Bread,BRD,30953762.1404,0.348837761421,88733977.693,406151.532366,20190407121700
Obyte,GBYTE,30595610.0056,45.0592638926,679008.20747,135489.172424,20190407121700
Spectre.ai Di...,SXDT,30547822.1301,0.37220071275300004,82073518.6244,3583.06793755,20190407121700
Mainframe,MFT,30525909.4586,0.00424848605689,7185126430.88,3517187.24495,20190407121700
Mithril,MITH,30057223.8767,0.058760586028300005,511520151.658,10036782.8589,20190407121700
Quant,QNT,29317079.571,2.99850387684,9777235.84,1962849.40909,20190407121700
#MetaHash,MHC,29298330.4702,0.0713442179261,410661597.0,3271993.07042,20190407121700
Dragonchain,DRGN,29232309.2639,0.122607463323,238421940.0,1609088.59218,20190407121700
SingularityNET,AGI,28619748.0819,0.053031621528400005,539673260.161,562366.380351,20190407121700
Cindicator,CND,28577392.5844,0.0197633853657,1445976590.33,352490.831102,20190407121700
Ecoreal Estate,ECOREAL,28156046.9314,0.141311491661,199248105.023,39430.4869759,20190407121700
Vertcoin,VTC,28091895.0701,0.574051454593,48936197.0,659901.460327,20190407121700
Metadium,META,26418732.0811,0.021212533531,1245430303.86,1348163.34089,20190407121700
Moeda Loyalty...,MDA,26088677.2246,1.32909603563,19628888.0,1049360.3349,20190407121700
TokenClub,TCT,26070563.8373,0.0541528705129,481425335.174,991022.381913,20190407121700
Clams,CLAM,26024850.2123,7.367367345560001,3532449.10857,86546.3246881,20190407121700
Matrix AI Net...,MAN,25862687.1588,0.172417914392,150000000.0,2439398.76082,20190407121700
Arcblock,ABT,25610631.8601,0.25986314596500004,98554305.4403,92561968.3732,20190407121700
Everex,EVX,25284953.7602,1.13005379934,22375000.0,4123462.66986,20190407121700
IHT Real Esta...,IHT,25241299.6025,0.0391662211701,644466043.657,14521921.4464,20190407121700
TokenPay,TPAY,24768758.5835,1.55328863863,15946011.5573,698678.398901,20190407121700
Neblio,NEBL,24767890.531999998,1.7360662062999999,14266673.9564,398422.2518,20190407121700
Nexus,NXS,24719021.7311,0.413999277012,59707886.23,452289.99785,20190407121700
Energi,NRG,24508248.2296,1.6749380621,14632331.06,296722.181501,20190407121700
Cosmo Coin,COSM,24292325.6075,0.036214993631,670780888.574,3642141.35982,20190407121700
STEM CELL COIN,SCC,24102486.8,0.0751656840947,320658118.0,41578.6282297,20190407121700
BitKan,KAN,24089972.7264,0.00626460452164,3845409976.51,1259846.93574,20190407121700
Cred,LBA,23902375.6692,0.0467206400566,511602059.395,1805683.70629,20190407121700
Request,REQ,23892987.4271,0.0327455136158,729656822.836,492398.926241,20190407121700
Metal,MTL,23756235.1086,0.542847238457,43762284.167,3683164.02106,20190407121700
S4FE,S4F,23484805.0834,0.301347981368,77932511.6987,121735.177651,20190407121700
Ankr Network,ANKR,23292293.0589,0.0105358825489,2210758610.0,5926434.13275,20190407121700
BnkToTheFuture,BFT,23167033.7633,0.0367736532138,629989999.325,668167.521912,20190407121700
Storm,STORM,22995725.0617,0.00413936011577,5555381609.36,2497413.67935,20190407121700
Endor Protocol,EDR,22946377.7938,0.0308459327674,743902866.12,2551816.00901,20190407121700
GoChain,GO,22395040.5169,0.0319784644366,700316319.48,2133619.35234,20190407121700
Particl,PART,22079742.6302,2.73620389792,8069480.0,32013.7796889,20190407121700
Grin,GRIN,22078209.2103,3.12979632138,7054200.0,14323035.6274,20190407121700
High Performa...,HPB,22047578.4295,0.5054471361990001,43619949.2499,1812637.77871,20190407121700
SIRIN LABS Token,SRN,21813030.3456,0.044351572010699995,491820906.379,4852617.86922,20190407121700
Telcoin,TEL,21670214.2507,0.000590337850984,36708156549.0,170328.824558,20190407121700
Gifto,GTO,21615461.2085,0.0390021373629,554212221.945,14663942.2918,20190407121700
Smartlands,SLT,21570669.6145,4.228800409680001,5100895.65,20104.2934854,20190407121700
Nectar,NEC,21544360.9202,0.261609840699,82353021.8232,5274.5722263,20190407121700
Ren,REN,21335761.1961,0.0331650880387,643319902.278,2627309.70253,20190407121700
BitCapitalVendor,BCV,21197918.0873,0.027855345712599996,761000000.0,692230.416203,20190407121700
Skycoin,SKY,21184981.1304,1.4123320753600002,15000000.0,1681256.82491,20190407121700
ProximaX,XPX,21055150.1508,0.0034531037618899998,6097456550.0,5712405.24313,20190407121700
Lambda,LAMB,20903185.4487,0.041806370897400004,500000000.0,7118086.48006,20190407121700
CRYPTO20,C20,20885233.2517,0.517055529874,40392631.0522,19095.0249463,20190407121700
Eidoo,EDO,20864290.649,0.713029689496,29261461.2776,724517.602502,20190407121700
INO COIN,INO,20846014.281,1.04230071405,20000000.0,1881530.32601,20190407121700
Bezant,BZNT,20552836.4569,0.0347720888639,591072815.25,1064766.59814,20190407121700
Aragon,ANT,20401869.8811,0.668626848851,30513088.0045,23159.450693,20190407121700
Po.et,POE,20295355.1808,0.00646021219887,3141592653.0,763644.651039,20190407121700
SmartMesh,SMT,20277312.6211,0.0143432646083,1413716693.85,447503.95786,20190407121700
Asch,XAS,20150528.5486,0.21584764718600002,93355331.0,8524012.90479,20190407121700
Gnosis,GNO,20031081.562,18.1344042242,1104590.0,173345.821115,20190407121700
Fantom,FTM,19926134.6823,0.0156898698286,1270000000.0,7530442.39963,20190407121700
SmartCash,SMART,19860907.948,0.014047301582799999,1413859297.52,581372.574042,20190407121700
Ethos,ETHOS,19827080.1362,0.203100745053,97621897.6006,1578910.23921,20190407121700
SALT,SALT,19782620.6648,0.24640912393800002,80283637.0206,1332918.95229,20190407121700
Genesis Vision,GVT,19623450.2425,4.4327913929500005,4426883.31189,559690.668532,20190407121700
Cube,AUTO,19553443.3526,0.0028861426599499996,6774940000.0,56889.8752292,20190407121700
Raiden Networ...,RDN,19357241.5461,0.382600032266,50593936.0,1582161.48797,20190407121700
United Trader...,UTT,19133367.052,0.511498739366,37406479.3899,2888.6497052,20190407121700
Wagerr,WGR,18841174.1795,0.10348256779,182070995.936,96371.3257911,20190407121700
Time New Bank,TNB,18788423.8134,0.0071903985917900004,2612987802.22,13774271.4295,20190407121700
OST,OST,18736698.4875,0.0316238460569,592486393.141,860578.032688,20190407121700
EDUCare,EKT,18703356.3421,0.028774394372499998,650000000.0,8739296.51961,20190407121700
Bluzelle,BLZ,18566802.0276,0.09027119498,205678035.3,2340048.82307,20190407121700
Quantstamp,QSP,18524522.5508,0.0300082574263,617314170.819,272777.763139,20190407121700
Tael,WABI,18457423.6594,0.329626786246,55994914.3382,1234088.35256,20190407121700
Robotina,ROX,18395415.6951,0.0646827752003,284394348.234,56977.475054,20190407121700
DeepBrain Chain,DBC,18295856.8388,0.005717455262130001,3200000000.0,2063845.60412,20190407121700
MediShares,MDS,18152625.1555,0.0170025568919,1067640900.77,342529.971413,20190407121700
Ignis,IGNIS,18012054.762000002,0.0236644523838,761143950.0,480914.897781,20190407121700
CWV Chain,CWV,17968348.1948,0.00566904999342,3169551903.0,929703.262749,20190407121700
Ruff,RUFF,17915030.9705,0.0182713217445,980500000.0,1610403.78799,20190407121700
Everipedia,IQ,17798491.465,0.00394968888915,4506302132.79,10235989.6382,20190407121700
TokenCard,TKN,17661143.1804,0.602860035941,29295594.5452,5101.04623016,20190407121700
Fusion,FSN,17659264.9101,0.591553691756,29852345.03,490158.202697,20190407121700
CyberVein,CVT,17633954.1567,0.0166294600118,1060404495.65,390307.20409,20190407121700
Own,CHX,17562636.7453,0.229252948522,76608117.1845,2771374.4747,20190407121700
SwftCoin,SWFTC,17556879.1352,0.00482333118559,3639990384.17,22949678.7339,20190407121700
Dentacoin,DCN,17532543.7638,5.36455086518e-05,3.26822211298e+11,63231.7078055,20190407121700
Streamr DATAcoin,DATA,17524909.4342,0.0258802224188,677154514.0,566971.831687,20190407121700
DATA,DTA,17493005.1156,0.0021730459103800003,8049993344.4,5514765.30241,20190407121700
Unobtanium,UNO,17490326.5535,87.3621557839,200204.841519,1438.13389097,20190407121700
NKN,NKN,17232814.5254,0.0492366129296,350000000.0,375658.757543,20190407121700
NavCoin,NAV,16778465.7696,0.25906128508299997,64766395.9677,255335.675017,20190407121700
FLO,FLO,16770145.9328,0.11137775292000002,150569979.131,190226.880158,20190407121700
Einsteinium,EMC2,16641448.532,0.0761402361945,218563132.5,539349.563884,20190407121700
Scry.info,DDD,16590580.0352,0.037700973386,440057074.0,1894975.91371,20190407121700
HYCON,HYC,16508897.7854,0.00924257716903,1786179058.45,1840428.00642,20190407121700
Fetch,FET,16489177.2894,0.202216253426,81542294.4991,22122754.2212,20190407121700
Tripio,TRIO,16486917.9888,0.00499603575417,3300000000.0,22486966.0548,20190407121700
OneRoot Network,RNT,16442348.507000001,0.059105820660199995,278184928.716,4041859.70201,20190407121700
Game.com,GTC,16239395.2334,0.0213270984949,761444189.762,34125425.4778,20190407121700
Blocknet,BLOCK,15802945.4818,2.76794528549,5709269.45869,5325.86788748,20190407121700
PLATINCOIN,PLC,15778795.5953,22.541136564699997,700000.0,1179575.1405,20190407121700
Peercoin,PPC,15713642.848,0.621085026936,25300308.5994,166011.054734,20190407121700
UTRUST,UTK,15553182.4048,0.0345626275663,450000000.0,377614.637256,20190407121700
MediBloc [ERC20],MEDX,15489723.3262,0.00479805819058,3228331693.98,882204.174655,20190407121700
Ripio Credit ...,RCN,15350440.7575,0.0306634357712,500610592.761,1412307.80686,20190407121700
Credits,CS,14924706.3932,0.09447754615399999,157970935.96,2930582.89507,20190407121700
IoT Chain,ITC,14907736.6127,0.20873382973299998,71419839.4756,2273442.0009,20190407121700
Moss Coin,MOC,14702487.0979,0.0622560404412,236161615.704,430462.554135,20190407121700
Achain,ACT,14656580.3179,0.0168918598626,867671200.041,2443013.00028,20190407121700
Hyperion,HYN,14563393.6593,0.0459752544673,316765917.406,974879.736175,20190407121700
Emercoin,EMC,14545215.577,0.33314640527,43660130.642,133870.985521,20190407121700
Crypterium,CRPT,14533213.874000002,0.17416501399099998,83445082.0,105074.626409,20190407121700
XYO,XYO,14532235.212000001,0.0025067920056300002,5797144389.85,41002.7473989,20190407121700
Credo,CREDO,14509663.1083,0.0263864012351,549891702.891,759.087309919,20190407121700
Namecoin,NMC,14425671.4957,0.9789142189229999,14736400.0,9552.43451391,20190407121700
PressOne,PRS,14328419.8878,0.0547528686134,261692587.998,534172.6835,20190407121700
Iconomi,ICN,14277689.4144,0.144320634571,98930339.7729,693.922557727,20190407121700
Viacoin,VIA,14161852.3865,0.61213518214,23135171.4453,272195.591396,20190407121700
THEKEY,TKY,14160997.2051,0.00279859487258,5060038287.0,161579.41828,20190407121700
Nucleus Vision,NCASH,14157319.067,0.00245519833528,5766262897.61,1584283.43964,20190407121700
Propy,PRO,13951855.4067,0.244743341283,57006067.3911,489972.025154,20190407121700
Bitcoiin,B2G,13840604.1798,0.27420953191799996,50474555.29,646725.496985,20190407121700
All Sports,SOC,13722675.245,0.00914926821953,1499865881.7,1563880.28706,20190407121700
VIBE,VIBE,13720071.942,0.0527527491259,260082596.06,259433.909334,20190407121700
Aergo,AERGO,13697022.6482,0.45205279144599997,30299608.602,5718896.19706,20190407121700
BridgeCoin,BCO,13498081.7866,0.499928955061,27000000.0,3019.24329931,20190407121700
Zipper,ZIP,13493945.6361,0.000832959616833,16199999812.0,3480710.58553,20190407121700
Noah Coin,NOAH,13477046.6001,0.00041229392822099995,32687957977.6,214629.245928,20190407121700
ZClassic,ZCL,13476585.1996,2.13360329931,6316350.0,507603.044688,20190407121700
DMarket,DMT,13320005.1854,0.265253866427,50216064.1985,1419881.52872,20190407121700
Dropil,DROP,13133869.5689,0.000578650419015,22697416501.0,208584.077601,20190407121700
Red Pulse Pho...,PHX,13097819.1293,0.015788329004799997,829588687.02,1383327.05045,20190407121700
AdEx,ADX,13061558.6203,0.177875989776,73430701.0,481298.301279,20190407121700
Loopring [NEO],LRN,13046877.0241,0.11484630622000001,113602931.2,747105.024272,20190407121700
Numeraire,NMR,12983723.3897,9.622361637280001,1349328.14616,46098.9766748,20190407121700
ETHLend,LEND,12831132.7257,0.0115037199028,1115389876.85,418854.71829,20190407121700
Edgeless,EDG,12818817.7652,0.109518581248,117046967.0,86004.1608914,20190407121700
LockTrip,LOC,12811160.8943,0.856809875784,14952162.9668,131010.905356,20190407121700
Quantum Resis...,QRL,12691110.9062,0.187569549125,67660827.4927,28210.7499472,20190407121700
Content Neutr...,CNN,12687626.9067,0.000325030207755,39035223816.0,4888301.46827,20190407121700
VITE,VITE,12300763.0819,0.0296287802863,415162654.793,196038.616974,20190407121700
OriginTrail,TRAC,12269131.5716,0.0429847574345,285429819.869,17241.9461553,20190407121700
Insolar,INS,12255704.9658,0.377098614333,32500000.0,4356059.22643,20190407121700
SONM,SNM,12255473.6474,0.034080849965099996,359600000.0,315032.657734,20190407121700
Spendcoin,SPND,12098210.6099,0.0836140198399,144691173.0,1422737.27659,20190407121700
Ubiq,UBQ,11708059.6585,0.274778388561,42609099.354,11383.6249509,20190407121700
SingularDTV,SNGLS,11636011.33,0.019393352216599997,600000000.0,790296.321855,20190407121700
PumaPay,PMA,11610143.6657,0.000513129864314,22626131264.6,234769.546873,20190407121700
SOLVE,SOLVE,11576711.1705,0.054997682774,210494526.07,491418.655647,20190407121700
PRIZM,PZM,11542648.541,0.219847829071,52502899.8,13717.1404925,20190407121700
SDChain,SDA,11509819.9886,0.00767321344074,1499999977.52,66888.2388207,20190407121700
BLOCKv,VEE,11486837.3754,0.0049223390724,2333613594.37,15297.7650404,20190407121700
DigitalNote,XDN,11371395.05,0.0016411728167200002,6928822445.82,580708.136424,20190407121700
Melon,MLN,11295833.1235,9.51799203814,1186787.41044,59639.0213849,20190407121700
Lympo,LYM,11280439.6139,0.013645588719799998,826672989.017,1542519.88585,20190407121700
Primalbase Token,PBT,11239406.5106,8991.52520847,1250.0,115252.002008,20190407121700
BitBay,BAY,11101965.303,0.0109687291787,1012146906.19,21819.810679,20190407121700
Humanscape,HUM,11069879.1961,0.000311441623409,35543994007.5,46481.5403973,20190407121700
CasinoCoin,CSC,11069634.389,0.000307719903136,35973085511.3,7249.08349898,20190407121700
SCRL,SCRL,11009352.9372,0.0682475257642,161315048.625,102528.341325,20190407121700
BHPCoin,BHP,11005913.6379,1.20364640112,9143809.7,3259872.81424,20190407121700
Agrello,DLT,10942656.2637,0.127271454974,85978873.0,707692.936239,20190407121700
Beam,BEAM,10918350.7575,0.8135831349349999,13420080.0,5101918.7475,20190407121700
district0x,DNT,10687683.179,0.017812805298400004,600000000.0,622337.972917,20190407121700
RChain,RHOC,10676951.2237,0.0285640466572,373789867.795,129974.57006,20190407121700
bitCNY,BITCNY,10641284.5292,0.147575485029,72107400.0,133682433.723,20190407121700
QLC Chain,QLC,10631376.5227,0.044297402177800003,240000000.0,658838.096416,20190407121700
Ambrosus,AMB,10580624.7363,0.0731762458638,144590975.0,1868278.11244,20190407121700
Selfkey,KEY,10571343.096,0.00368572635703,2868184469.5,905910.736908,20190407121700
Penta,PNT,10502272.0851,0.000514423676849,20415607907.9,1687318.70233,20190407121700
